origin_no	sort_id	token	number	frequency
6299	4585	1917	128865	2.836e-05
2392	5462	committed	128829	2.836e-05
2760	5632	enjoyed	128734	2.834e-05
1838	5002	survey	128706	2.833e-05
2495	6213	jacob	128642	2.832e-05
3115	9080	##tal	128574	2.830e-05
2192	5751	signs	128518	2.829e-05
2164	6169	##cs	128494	2.828e-05
2900	14540	##sl	128420	2.827e-05
2076	5519	twin	128375	2.826e-05
2073	6856	##lis	128370	2.826e-05
1967	5359	delivered	128357	2.825e-05
2280	5466	throw	128344	2.825e-05
2146	4802	poet	128325	2.825e-05
2223	5100	incorporated	128299	2.824e-05
2257	5179	56	128298	2.824e-05
1844	6761	##ano	128209	2.822e-05
2318	5390	cry	128181	2.821e-05
2185	5800	soil	128176	2.821e-05
2317	6843	##gar	128157	2.821e-05
2396	5585	99	128082	2.819e-05
2093	9389	jam	128037	2.818e-05
2473	5378	offering	128025	2.818e-05
1875	5032	marie	127930	2.816e-05
2405	11365	##vis	127899	2.815e-05
2152	5371	file	127875	2.815e-05
2658	6131	mp	127866	2.814e-05
2433	5059	drawing	127832	2.814e-05
2924	4985	18th	127777	2.812e-05
2581	9289	##cal	127775	2.812e-05
2293	5551	ears	127762	2.812e-05
2606	5145	institution	127634	2.809e-05
2936	5325	crisis	127631	2.809e-05
1973	5274	invasion	127547	2.807e-05
1538	11039	##ht	127534	2.807e-05
2380	5795	boss	127521	2.807e-05
2868	5188	athletic	127513	2.807e-05
3008	5233	wars	127415	2.805e-05
2246	5419	disappeared	127406	2.804e-05
2453	5606	hundreds	127312	2.802e-05
2370	23041	##mun	127308	2.802e-05
3149	5541	creative	127286	2.802e-05
2009	5347	candidates	127261	2.801e-05
2805	5010	bedroom	127174	2.799e-05
3164	4815	pulling	127154	2.799e-05
2094	5532	desert	127131	2.798e-05
2849	5239	cabinet	127130	2.798e-05
1813	5463	attend	127118	2.798e-05
2078	5073	personnel	127116	2.798e-05
2264	5268	soldier	127087	2.797e-05
2148	5259	mirror	127075	2.797e-05
2949	12155	##wo	127063	2.797e-05
2098	12672	##ude	127040	2.796e-05
1863	5343	rescue	126984	2.795e-05
1505	4437	1935	126974	2.795e-05
2268	5549	mode	126914	2.793e-05
1772	5039	residence	126850	2.792e-05
2173	5030	wedding	126834	2.792e-05
2005	5388	58	126826	2.792e-05
2400	8301	ski	126700	2.789e-05
2437	5468	measure	126641	2.787e-05
2512	6238	##ster	126602	2.787e-05
2208	5649	##ary	126572	2.786e-05
2368	10936	##az	126463	2.784e-05
2605	5476	decade	126444	2.783e-05
2543	5418	pattern	126412	2.782e-05
3001	8473	rod	126393	2.782e-05
1858	21862	ala	126269	2.779e-05
2502	5416	bond	126235	2.779e-05
2674	8827	ps	126233	2.778e-05
3317	22123	##yt	126207	2.778e-05
1794	5764	66	126027	2.774e-05
2977	5537	sequence	125989	2.773e-05
2269	5366	costs	125982	2.773e-05
2255	16415	##ø	125961	2.773e-05
2030	5776	patient	125957	2.772e-05
2449	4416	tongue	125935	2.772e-05
2176	5426	interests	125893	2.771e-05
1913	5246	dates	125854	2.770e-05
3072	4924	moscow	125822	2.769e-05
2046	5308	pack	125801	2.769e-05
2539	5153	crossing	125773	2.768e-05
2054	4508	pressed	125643	2.766e-05
2075	5544	dreams	125606	2.765e-05
1992	28774	ter	125564	2.764e-05
2202	8026	bin	125541	2.763e-05
2187	11124	##eri	125539	2.763e-05
2707	10288	##ex	125514	2.763e-05
2337	14955	pol	125445	2.761e-05
2341	5508	arrival	125436	2.761e-05
2001	5598	jumped	125406	2.760e-05
2574	5627	willing	125335	2.759e-05
2277	5148	vietnam	125249	2.757e-05
2781	5357	fallen	125232	2.756e-05
2197	9298	cab	125177	2.755e-05
2306	5576	solution	125126	2.754e-05
1964	5488	##ski	125117	2.754e-05
2856	25869	char	125103	2.754e-05
2002	5646	determine	125082	2.753e-05
2088	5381	persons	124933	2.750e-05
2397	5301	improved	124918	2.750e-05
2139	5180	jake	124784	2.747e-05
2623	7163	mini	124748	2.746e-05
2010	5997	panel	124607	2.743e-05
2442	5326	promote	124571	2.742e-05
2443	5212	samuel	124555	2.742e-05
2327	5806	shell	124548	2.741e-05
2287	6845	lab	124534	2.741e-05
2304	5062	broadcasting	124533	2.741e-05
2425	5382	realize	124490	2.740e-05
1981	4864	inhabitants	124428	2.739e-05
2158	7352	##ros	124416	2.739e-05
2458	5383	contain	124402	2.738e-05
1862	4537	1933	124400	2.738e-05
2316	5564	meanwhile	124380	2.738e-05
2016	5000	knight	124369	2.737e-05
2116	4729	cambridge	124350	2.737e-05
2276	6673	##kar	124325	2.737e-05
2285	5437	smell	124248	2.735e-05
2190	4940	melbourne	124236	2.735e-05
3025	6752	mess	124174	2.733e-05
2048	9541	##oo	124163	2.733e-05
1854	9739	##pan	124163	2.733e-05
1682	15669	ale	124051	2.730e-05
2130	5927	sees	124019	2.730e-05
1897	5611	israeli	124002	2.729e-05
1104	5409	worst	123979	2.729e-05
2143	4913	dave	123956	2.728e-05
2338	5490	sq	123905	2.727e-05
2372	4893	artillery	123862	2.726e-05
2213	6622	evolution	123830	2.726e-05
2412	11493	##sin	123816	2.725e-05
2263	10179	##ui	123813	2.725e-05
2391	25032	##rh	123798	2.725e-05
1946	5404	beer	123765	2.724e-05
1843	5363	tries	123748	2.724e-05
3278	5116	downtown	123691	2.723e-05
2471	5749	rocks	123636	2.721e-05
2156	5833	##out	123634	2.721e-05
2373	21396	sul	123584	2.720e-05
2669	5486	consecutive	123528	2.719e-05
2627	4612	1929	123499	2.718e-05
2252	10488	ari	123399	2.716e-05
2346	4730	programming	123300	2.714e-05
3041	5417	fifteen	123280	2.714e-05
2593	4917	##bury	123246	2.713e-05
3664	5160	lawyer	123239	2.713e-05
1867	25312	fra	123123	2.710e-05
2679	5021	comic	123089	2.709e-05
1149	5478	require	123078	2.709e-05
2748	5198	users	123076	2.709e-05
2241	5324	stores	123058	2.709e-05
2953	5349	##ell	123025	2.708e-05
3263	5993	agree	122956	2.706e-05
2494	5566	compete	122882	2.705e-05
2533	5435	coat	122872	2.705e-05
2291	20850	##lb	122871	2.704e-05
1990	28144	dh	122867	2.704e-05
2505	8189	##ena	122750	2.702e-05
2439	5236	stupid	122604	2.699e-05
3094	5401	57	122535	2.697e-05
2650	5196	arena	122507	2.696e-05
2385	5361	installed	122490	2.696e-05
2189	5810	plain	122298	2.692e-05
2273	5459	separated	122250	2.691e-05
2578	5517	stating	122239	2.691e-05
793	6442	##port	122231	2.690e-05
671	5520	flew	122202	2.690e-05
1727	5609	matters	122198	2.690e-05
2356	5408	eleven	122135	2.688e-05
3096	4754	patrick	122075	2.687e-05
1360	6064	dna	122028	2.686e-05
2423	5473	danger	122026	2.686e-05
2159	5376	jump	121987	2.685e-05
2286	5547	reduce	121986	2.685e-05
2510	5499	islamic	121958	2.684e-05
1991	6162	achieve	121951	2.684e-05
2086	5209	engines	121907	2.683e-05
22	7473	pc	121848	2.682e-05
2028	5295	resigned	121835	2.682e-05
2358	5636	ethnic	121689	2.678e-05
2866	14910	hum	121670	2.678e-05
2394	20051	##lat	121665	2.678e-05
2312	5684	favor	121621	2.677e-05
2353	5373	normally	121588	2.676e-05
2381	6454	symbol	121493	2.674e-05
3280	5237	agriculture	121486	2.674e-05
2488	5331	extension	121461	2.673e-05
2479	16558	##bl	121401	2.672e-05
2692	12618	##bro	121389	2.672e-05
2109	7941	##ral	121368	2.671e-05
2455	5533	driven	121357	2.671e-05
2664	4662	1928	121329	2.671e-05
2289	5353	weekend	121231	2.668e-05
2310	5265	paintings	121220	2.668e-05
2470	5793	obvious	121208	2.668e-05
2418	7054	##yan	121195	2.668e-05
2676	17678	prop	121157	2.667e-05
2301	5255	burning	121113	2.666e-05
2206	5303	wounded	121053	2.664e-05
2472	5375	assistance	121053	2.664e-05
2390	5123	protected	121045	2.664e-05
1207	5168	quietly	121032	2.664e-05
2195	4543	composer	120875	2.661e-05
2466	4579	1934	120849	2.660e-05
3348	5492	steam	120834	2.660e-05
3377	5983	eating	120800	2.659e-05
2294	5251	gently	120764	2.658e-05
2660	5595	fifty	120711	2.657e-05
2424	5845	treated	120677	2.656e-05
2547	5230	underground	120673	2.656e-05
2444	6534	seed	120661	2.656e-05
2735	5724	option	120639	2.655e-05
2643	4843	wrestling	120582	2.654e-05
2090	11417	wei	120555	2.654e-05
2554	5600	defensive	120548	2.653e-05
2499	12898	##olo	120523	2.653e-05
1534	4787	walter	120493	2.652e-05
2401	18318	mont	120492	2.652e-05
3156	5354	59	120448	2.651e-05
2163	5007	##ium	120393	2.650e-05
1869	5824	72	120342	2.649e-05
2855	5037	turkish	120340	2.649e-05
2477	5676	ensure	120336	2.649e-05
2168	9358	cent	120301	2.648e-05
2270	5811	ross	120255	2.647e-05
2131	5451	ruled	120235	2.646e-05
2265	6005	metro	120217	2.646e-05
2525	7382	##mm	120197	2.646e-05
2724	5452	operate	120182	2.645e-05
2343	6315	raw	120153	2.645e-05
2236	5425	capture	120074	2.643e-05
1290	5046	norwegian	120052	2.642e-05
2887	5487	matthew	119956	2.640e-05
2923	5699	sugar	119916	2.639e-05
2251	11737	dim	119916	2.639e-05
2591	11031	##eth	119915	2.639e-05
2220	6120	colour	119814	2.637e-05
2363	26822	sho	119810	2.637e-05
3295	5111	kansas	119785	2.637e-05
2747	6100	copy	119688	2.634e-05
2740	8743	##ert	119684	2.634e-05
1958	11631	##oh	119630	2.633e-05
2271	5088	nfl	119606	2.633e-05
2583	5412	arranged	119596	2.632e-05
3022	5193	transportation	119595	2.632e-05
2167	6079	61	119592	2.632e-05
2411	5006	billy	119591	2.632e-05
2219	5923	bone	119474	2.630e-05
1166	6559	##ok	119442	2.629e-05
2618	5097	applications	119386	2.628e-05
2117	5738	entering	119359	2.627e-05
2768	28032	##sit	119336	2.627e-05
2299	5321	dynasty	119334	2.627e-05
2019	9212	chan	119315	2.626e-05
2607	18818	##ł	119299	2.626e-05
2170	8202	##mon	119283	2.626e-05
2066	7226	bid	119262	2.625e-05
2761	14573	##oth	119197	2.624e-05
2501	5935	gathered	119190	2.623e-05
2344	5825	heading	119185	2.623e-05
2645	10755	##var	119091	2.621e-05
2775	5819	whilst	119077	2.621e-05
2517	5877	deck	119070	2.621e-05
2537	14161	kn	119026	2.620e-05
2321	5502	organisation	119022	2.620e-05
2750	5253	morgan	118985	2.619e-05
2757	7856	##ona	118897	2.617e-05
2560	16523	##gr	118890	2.617e-05
2493	20248	geo	118883	2.617e-05
3192	27605	##imi	118883	2.617e-05
2469	6154	hop	118868	2.616e-05
2174	11122	cart	118810	2.615e-05
2641	5291	rolling	118799	2.615e-05
2635	5015	sounded	118785	2.615e-05
2297	5660	cook	118761	2.614e-05
2323	5786	62	118756	2.614e-05
3358	21122	bun	118716	2.613e-05
2355	5496	accused	118685	2.612e-05
2377	5565	landed	118674	2.612e-05
2519	5887	dc	118665	2.612e-05
2315	5297	allen	118660	2.612e-05
2652	5968	bomb	118599	2.610e-05
2417	18719	##ssi	118591	2.610e-05
1710	5264	singapore	118576	2.610e-05
3496	5976	odd	118548	2.609e-05
2413	5172	##worth	118477	2.608e-05
1816	5329	cards	118458	2.607e-05
2625	10278	##lam	118444	2.607e-05
955	19662	unto	118430	2.607e-05
2231	5164	string	118400	2.606e-05
2498	5656	strategy	118360	2.605e-05
2079	6108	jay	118331	2.605e-05
2624	5594	85	118306	2.604e-05
1630	11140	##rch	118285	2.604e-05
2559	5720	talked	118142	2.600e-05
2440	5921	amongst	118128	2.600e-05
1605	7349	fed	118127	2.600e-05
2628	5932	gods	118077	2.599e-05
2379	5850	drugs	118071	2.599e-05
2551	5444	voted	118068	2.599e-05
2675	5272	historian	118047	2.598e-05
2240	9335	##mas	118039	2.598e-05
2432	5577	describes	118035	2.598e-05
2365	5433	sections	118034	2.598e-05
1779	12005	eli	118020	2.598e-05
2366	9336	##can	117918	2.595e-05
2324	5165	pleasure	117918	2.595e-05
2436	8524	##ida	117886	2.595e-05
2708	8029	##my	117883	2.595e-05
2555	6497	dust	117812	2.593e-05
2367	11057	##aa	117808	2.593e-05
2422	5608	owners	117763	2.592e-05
2531	5509	concrete	117755	2.592e-05
1697	5485	rivers	117747	2.592e-05
2460	5896	script	117696	2.591e-05
2585	4922	howard	117693	2.591e-05
3086	5739	subjects	117664	2.590e-05
2786	5461	techniques	117657	2.590e-05
2329	5481	rush	117631	2.589e-05
3004	5567	repeated	117526	2.587e-05
1952	7583	##med	117510	2.586e-05
1418	23673	##ل	117506	2.586e-05
2678	5525	obviously	117498	2.586e-05
2558	5593	childhood	117480	2.586e-05
2357	5571	charges	117451	2.585e-05
3123	5087	manchester	117367	2.583e-05
3202	4477	hunter	117361	2.583e-05
2690	5314	merged	117328	2.582e-05
2715	6322	experiences	117326	2.582e-05
2239	18804	meta	117325	2.582e-05
2303	5659	forty	117309	2.582e-05
2990	6626	shouted	117284	2.582e-05
2629	5642	accompanied	117269	2.581e-05
2259	8067	##ama	117235	2.580e-05
1975	5648	acid	117208	2.580e-05
2183	14753	bon	117198	2.580e-05
1711	15222	##thi	117160	2.579e-05
2704	5907	gender	117136	2.578e-05
2575	5574	appeal	117097	2.577e-05
2717	5628	branches	117079	2.577e-05
2467	5787	limit	117066	2.577e-05
2571	5615	grandfather	117025	2.576e-05
1987	5386	partnership	117008	2.575e-05
1811	5456	discovery	116956	2.574e-05
2062	5299	locked	116954	2.574e-05
2399	5570	regularly	116947	2.574e-05
2475	5688	contrast	116929	2.574e-05
2548	5440	favorite	116903	2.573e-05
2462	4673	1932	116881	2.573e-05
3344	7020	ss	116860	2.572e-05
2351	4960	inch	116852	2.572e-05
2538	5120	norway	116848	2.572e-05
2699	5445	degrees	116822	2.571e-05
2655	7025	islam	116819	2.571e-05
2446	5398	consisting	116794	2.571e-05
3129	5205	senator	116784	2.571e-05
2824	5093	tennis	116728	2.569e-05
2594	16660	nan	116708	2.569e-05
2713	5710	visible	116644	2.567e-05
2082	5182	distinguished	116590	2.566e-05
2529	5728	afterwards	116587	2.566e-05
2514	5803	ncaa	116571	2.566e-05
2364	6160	welcome	116570	2.566e-05
2504	5662	equivalent	116567	2.566e-05
2386	5135	minnesota	116549	2.565e-05
2860	4814	1924	116492	2.564e-05
1743	5635	poverty	116471	2.564e-05
2484	6179	useful	116462	2.563e-05
1678	7847	##dan	116427	2.563e-05
2523	14083	##ast	116376	2.562e-05
2476	9247	##del	116368	2.561e-05
3257	5591	damaged	116285	2.560e-05
2522	5535	ages	116265	2.559e-05
2305	18981	##rop	116231	2.558e-05
2136	27922	##zh	116190	2.557e-05
3082	21850	##phi	116158	2.557e-05
2431	5352	courses	116158	2.557e-05
2651	16211	##qua	116096	2.555e-05
2889	5494	closing	116073	2.555e-05
1868	5851	secure	116055	2.554e-05
2582	5604	testing	116051	2.554e-05
2524	6047	smart	116032	2.554e-05
2619	6121	crystal	116016	2.554e-05
2445	24582	ic	116010	2.553e-05
2407	5364	swiss	115994	2.553e-05
2516	5491	documents	115986	2.553e-05
2656	6293	stick	115940	2.552e-05
2908	6345	shrugged	115917	2.551e-05
2696	5169	colorado	115899	2.551e-05
2672	6191	63	115892	2.551e-05
2616	5916	aunt	115878	2.551e-05
2683	5540	constituency	115876	2.551e-05
2888	5876	factors	115825	2.549e-05
2806	5788	survive	115777	2.548e-05
999	5076	jeff	115749	2.548e-05
2649	6204	conduct	115742	2.548e-05
2634	1528	•	115696	2.547e-05
1996	6123	context	115654	2.546e-05
2561	7893	verse	115650	2.546e-05
1666	5719	continuing	115626	2.545e-05
2503	5422	##zed	115577	2.544e-05
2180	4798	1922	115532	2.543e-05
2663	6651	##ance	115513	2.543e-05
3239	5702	studying	115490	2.542e-05
2481	8791	##san	115443	2.541e-05
2359	5526	ridge	115429	2.541e-05
2542	6285	jon	115424	2.541e-05
2345	10893	##oli	115416	2.540e-05
2434	8162	##our	115402	2.540e-05
2654	5467	passengers	115308	2.538e-05
2135	16515	##eno	115298	2.538e-05
3055	6570	teach	115249	2.537e-05
2577	24654	dun	115237	2.536e-05
3569	5729	severe	115210	2.536e-05
2646	8115	arc	115204	2.536e-05
2797	5672	replace	115185	2.535e-05
2451	5137	philippines	115184	2.535e-05
2491	14277	##lp	115165	2.535e-05
2535	5678	additionally	115110	2.534e-05
3534	5881	stuck	115105	2.534e-05
3210	19610	hem	115104	2.534e-05
2416	6402	burn	115083	2.533e-05
2637	28228	##rti	115062	2.533e-05
2281	5965	fred	115051	2.532e-05
3477	16950	zu	115041	2.532e-05
2754	5284	missouri	115035	2.532e-05
2719	13871	##gg	115004	2.531e-05
2762	8630	##und	114997	2.531e-05
2722	5664	distinct	114916	2.529e-05
2279	5427	insurance	114912	2.529e-05
2420	5844	##ating	114906	2.529e-05
3300	5651	returns	114906	2.529e-05
2662	6351	carbon	114872	2.528e-05
2785	5310	user	114848	2.528e-05
2895	4966	dvd	114749	2.526e-05
2336	5077	portuguese	114732	2.525e-05
2233	7229	##nan	114698	2.525e-05
2567	5661	businesses	114688	2.524e-05
2737	21307	ib	114654	2.524e-05
2309	7946	##rus	114648	2.524e-05
2459	6019	passage	114592	2.522e-05
2783	5815	adding	114591	2.522e-05
2615	5500	distributed	114510	2.520e-05
2920	14608	##α	114496	2.520e-05
2912	4764	1927	114481	2.520e-05
2622	5645	fishing	114461	2.519e-05
2879	18752	##rri	114446	2.519e-05
2997	5315	anniversary	114426	2.519e-05
2389	7662	##dar	114392	2.518e-05
2952	10760	##the	114389	2.518e-05
1177	5501	directors	114383	2.518e-05
2694	5561	threatened	114366	2.517e-05
2383	5682	purposes	114306	2.516e-05
3191	5727	daughters	114302	2.516e-05
2100	9463	##ile	114284	2.515e-05
3203	5763	promised	114276	2.515e-05
2626	5837	rejected	114228	2.514e-05
3054	5322	queensland	114185	2.513e-05
1214	9781	corn	114154	2.513e-05
2406	6492	creature	114108	2.512e-05
3121	5434	courts	114070	2.511e-05
3395	5798	birthday	114068	2.511e-05
2755	5028	touched	114027	2.510e-05
2553	19723	reg	114004	2.509e-05
2668	6022	significantly	113922	2.508e-05
2403	5432	warning	113893	2.507e-05
1857	5524	##tone	113878	2.507e-05
2844	8872	cop	113841	2.506e-05
1979	6232	critic	113813	2.505e-05
2733	5471	mining	113788	2.505e-05
2544	11253	##of	113769	2.504e-05
2328	4901	kevin	113727	2.503e-05
2486	13728	##lm	113704	2.503e-05
2609	5573	sudden	113694	2.503e-05
2711	4878	1912	113691	2.502e-05
2851	5868	praised	113677	2.502e-05
3099	5835	bottle	113662	2.502e-05
2809	6230	happening	113587	2.500e-05
2249	9126	##kan	113563	2.500e-05
2342	5058	wrapped	113535	2.499e-05
3081	4885	1921	113447	2.497e-05
1353	15723	jar	113372	2.495e-05
2772	5816	relative	113364	2.495e-05
2118	5683	feels	113349	2.495e-05
23	7174	##llo	113300	2.494e-05
2632	5589	participate	113291	2.494e-05
2885	9057	##zar	113288	2.494e-05
2705	6338	clan	113254	2.493e-05
2934	5681	occasionally	113229	2.492e-05
2892	7159	##net	113215	2.492e-05
2636	4739	1931	113172	2.491e-05
2630	5516	adjacent	113159	2.491e-05
2243	6553	##istic	113135	2.490e-05
2659	6198	##work	113098	2.489e-05
2598	5919	aspects	113088	2.489e-05
2428	8988	##ath	113075	2.489e-05
3733	5841	jobs	113041	2.488e-05
2881	5469	horror	112979	2.487e-05
3453	12274	##mu	112971	2.487e-05
2834	6170	sing	112950	2.486e-05
3705	5298	tennessee	112944	2.486e-05
2901	18479	hydro	112927	2.486e-05
2764	19857	flu	112923	2.486e-05
3018	5704	duties	112906	2.485e-05
2897	5799	linked	112886	2.485e-05
2709	6433	happens	112851	2.484e-05
2904	7076	##ins	112825	2.483e-05
2917	8780	##eo	112805	2.483e-05
1591	5805	offensive	112763	2.482e-05
2480	5744	smooth	112737	2.481e-05
2603	5745	ghost	112665	2.480e-05
2792	6799	##ick	112649	2.480e-05
2734	5624	cole	112647	2.479e-05
2284	5389	musicians	112644	2.479e-05
3198	5273	wisconsin	112616	2.479e-05
3053	5559	riding	112616	2.479e-05
2811	5306	dating	112588	2.478e-05
2871	19738	##lea	112559	2.478e-05
3553	5864	paused	112520	2.477e-05
2402	5118	austria	112508	2.476e-05
2743	6112	cloud	112470	2.476e-05
2729	27178	ot	112447	2.475e-05
2821	5442	knife	112400	2.474e-05
2790	5447	quebec	112390	2.474e-05
1611	5048	cheek	112368	2.473e-05
509	5931	rough	112356	2.473e-05
2311	6174	rick	112350	2.473e-05
2325	5261	jimmy	112263	2.471e-05
2599	5903	parallel	112259	2.471e-05
2689	5943	solar	112233	2.470e-05
2948	10974	hay	112185	2.469e-05
2759	19021	bas	112177	2.469e-05
2776	5732	##ded	112138	2.468e-05
3305	5762	racial	112030	2.466e-05
2940	5783	element	111989	2.465e-05
1515	5761	measures	111951	2.464e-05
2576	5252	chase	111941	2.464e-05
2238	6116	oak	111914	2.463e-05
2588	6190	##sis	111905	2.463e-05
3112	5365	hollywood	111904	2.463e-05
3092	7968	wise	111861	2.462e-05
2864	20026	##rim	111845	2.462e-05
3414	5784	scholars	111812	2.461e-05
2673	5839	existed	111768	2.460e-05
2682	6343	nobody	111764	2.460e-05
2408	6106	throne	111706	2.459e-05
5767	25957	gan	111685	2.458e-05
2741	5527	storage	111637	2.457e-05
2801	5143	anderson	111617	2.457e-05
2968	5512	composition	111494	2.454e-05
2710	18622	##ili	111493	2.454e-05
2981	7520	##ken	111451	2.453e-05
3060	5717	zero	111439	2.453e-05
2376	5392	oregon	111438	2.453e-05
2861	5215	clark	111405	2.452e-05
2021	4849	1925	111293	2.450e-05
3039	13465	##ret	111285	2.449e-05
3215	6487	rob	111255	2.449e-05
2955	6592	suggest	111244	2.449e-05
2833	6520	dj	111240	2.448e-05
3316	5545	margaret	111212	2.448e-05
2706	7479	www	111103	2.445e-05
2777	8713	##nic	111090	2.445e-05
2967	5962	listening	111067	2.445e-05
2916	5670	shift	111023	2.444e-05
2799	7746	divine	111001	2.443e-05
2987	5560	roughly	110999	2.443e-05
2751	5716	forming	110970	2.443e-05
2665	5296	burned	110952	2.442e-05
3922	6321	##bly	110886	2.441e-05
2913	6040	advice	110872	2.440e-05
3095	16416	##rea	110868	2.440e-05
2698	5546	notably	110867	2.440e-05
3148	5998	struggle	110845	2.440e-05
3134	6614	aim	110816	2.439e-05
3440	5936	concerns	110788	2.439e-05
2933	5106	hers	110780	2.438e-05
2647	5449	translation	110752	2.438e-05
2841	5625	begun	110739	2.437e-05
2085	5098	junction	110725	2.437e-05
2795	4782	kissed	110662	2.436e-05
2832	5536	terminal	110654	2.436e-05
2929	5917	tribe	110631	2.435e-05
1828	4833	5th	110592	2.434e-05
2974	6013	instance	110575	2.434e-05
2723	6977	##oy	110555	2.433e-05
2883	5170	philip	110490	2.432e-05
2896	4959	fighter	110485	2.432e-05
2557	8785	math	110468	2.431e-05
2718	7166	tend	110446	2.431e-05
3900	5482	associate	110426	2.431e-05
3196	6865	hang	110417	2.430e-05
2909	17595	lan	110416	2.430e-05
2024	5966	differences	110384	2.430e-05
1173	11624	##sch	110375	2.429e-05
1935	21934	sim	110363	2.429e-05
2825	4976	1910	110347	2.429e-05
3585	5758	memories	110346	2.429e-05
2568	5334	arizona	110331	2.428e-05
2970	5950	index	110322	2.428e-05
2845	5617	designs	110294	2.428e-05
3167	6214	circumstances	110228	2.426e-05
2802	5866	unusual	110224	2.426e-05
2612	5042	knees	110211	2.426e-05
3019	5689	hanging	110187	2.425e-05
2988	5607	shoot	110157	2.425e-05
2648	4927	1923	110119	2.424e-05
2774	6340	##ied	110106	2.424e-05
2763	5514	faster	110103	2.423e-05
1820	5906	tools	110055	2.422e-05
2905	5367	lincoln	110037	2.422e-05
2686	12707	##hat	110009	2.421e-05
3517	5439	golf	109996	2.421e-05
2857	9761	stan	109980	2.421e-05
3087	5679	scheme	109972	2.421e-05
2691	5242	indiana	109954	2.420e-05
3624	5680	conservation	109943	2.420e-05
2961	5226	hamilton	109894	2.419e-05
2911	24547	wal	109885	2.419e-05
2910	6033	destroy	109871	2.418e-05
3277	4936	1915	109860	2.418e-05
2534	11163	iso	109772	2.416e-05
1960	4947	1916	109654	2.414e-05
2791	8934	kit	109638	2.413e-05
2419	5694	victims	109601	2.412e-05
3173	5853	reign	109587	2.412e-05
2996	10645	kat	109539	2.411e-05
2930	6058	outer	109527	2.411e-05
2982	5206	johnny	109492	2.410e-05
3152	7485	##let	109445	2.409e-05
4173	6003	emerged	109439	2.409e-05
2153	7198	bath	109430	2.409e-05
3828	6501	milk	109412	2.408e-05
2870	6961	##ves	109397	2.408e-05
2863	6224	seeking	109378	2.408e-05
3376	15916	##ug	109372	2.407e-05
2963	10994	##lot	109372	2.407e-05
2580	5074	roger	109362	2.407e-05
3047	8950	##nk	109334	2.407e-05
3005	9305	##dal	109282	2.405e-05
